CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13447,23,3,1129.14,2,Budget Customers
13448,17,6,3539.37,3,Inactive Customers
13449,24,1,291.88,0,Premium Customers
13450,27,6,2043.7199999999998,3,Inactive Customers
13451,26,5,2976.15,3,Inactive Customers
13452,259,2,590.0,1,Loyal Customers
13453,166,2,356.97999999999996,1,Loyal Customers
13455,25,2,1058.34,0,Premium Customers
13456,18,6,1766.72,3,Inactive Customers
13460,29,2,183.44,0,Premium Customers
13461,39,3,1445.0,2,Budget Customers
13462,253,1,151.5,1,Loyal Customers
13464,58,1,674.68,0,Premium Customers
13466,184,1,307.9,1,Loyal Customers
13467,11,2,1083.71,0,Premium Customers
13470,99,2,165.0,0,Premium Customers
13471,1,4,2531.58,3,Inactive Customers
13473,61,2,422.64,0,Premium Customers
13474,236,1,229.59,1,Loyal Customers
13475,191,4,1431.78,2,Budget Customers
13476,179,2,1238.47,1,Loyal Customers
13477,38,6,1454.58,2,Budget Customers
13479,201,2,300.95,1,Loyal Customers
13481,46,5,1804.56,2,Budget Customers
13482,232,1,184.64,1,Loyal Customers
13483,66,1,140.34,0,Premium Customers
13484,241,1,313.8,1,Loyal Customers
13485,233,1,454.24,1,Loyal Customers
13486,78,3,1122.41,2,Budget Customers
13487,58,3,575.4,0,Premium Customers
13489,105,4,449.52,0,Premium Customers
13491,52,10,1215.82,3,Inactive Customers
13492,136,3,1269.84,2,Budget Customers
13493,275,2,618.63,1,Loyal Customers
13494,312,1,316.26000000000005,1,Loyal Customers
13495,8,5,2044.8700000000001,2,Budget Customers
13496,11,2,653.33,0,Premium Customers
13497,283,2,348.05,1,Loyal Customers
13499,18,5,1159.11,2,Budget Customers
13500,23,3,1166.77,2,Budget Customers
13501,288,1,1340.32,1,Loyal Customers
13502,17,3,292.0,0,Premium Customers
13503,71,1,216.85,0,Premium Customers
13504,64,1,295.93,0,Premium Customers
13506,316,2,458.52,1,Loyal Customers
13507,3,4,2479.16,3,Inactive Customers
13508,244,1,110.97,1,Loyal Customers
13509,9,7,979.72,2,Budget Customers
13510,1,4,1791.56,2,Budget Customers
13512,261,1,251.21,1,Loyal Customers
13513,127,1,205.1,0,Premium Customers
13514,74,1,152.20000000000002,0,Premium Customers
13515,73,4,891.12,2,Budget Customers
13516,21,3,1389.41,2,Budget Customers
13517,60,3,2128.42,2,Budget Customers
13518,86,1,659.4399999999999,0,Premium Customers
13519,78,1,122.75,0,Premium Customers
13520,59,6,3624.35,3,Inactive Customers
13521,1,3,1093.65,2,Budget Customers
13522,30,1,125.80000000000001,0,Premium Customers
13524,41,5,680.1800000000001,2,Budget Customers
13525,15,2,628.78,0,Premium Customers
13527,34,7,2287.51,3,Inactive Customers
13529,79,2,307.76,0,Premium Customers
13531,205,2,483.8,1,Loyal Customers
13532,34,1,210.31,0,Premium Customers
13533,183,3,270.79,1,Loyal Customers
13536,1,7,3448.29,3,Inactive Customers
13538,43,7,1280.85,2,Budget Customers
13539,86,3,631.34,0,Premium Customers
13544,40,2,291.41,0,Premium Customers
13546,12,3,626.99,0,Premium Customers
13548,96,2,682.41,0,Premium Customers
13549,26,7,918.2,2,Budget Customers
13551,319,1,91.80000000000001,1,Loyal Customers
13557,28,2,584.06,0,Premium Customers
13558,6,4,605.06,2,Budget Customers
13560,7,1,174.37,0,Premium Customers
13561,216,1,141.85999999999999,1,Loyal Customers
13562,82,3,1799.33,2,Budget Customers
13563,84,2,777.53,0,Premium Customers
13564,144,3,1749.02,2,Budget Customers
13565,19,2,240.22,0,Premium Customers
13566,41,2,874.71,0,Premium Customers
13568,173,1,192.85,1,Loyal Customers
13569,17,2,373.75,0,Premium Customers
13570,243,1,239.49,1,Loyal Customers
13572,206,1,1384.25,1,Loyal Customers
13573,50,2,294.4,0,Premium Customers
13575,23,5,732.0699999999999,2,Budget Customers
13577,25,4,1687.6000000000001,2,Budget Customers
13579,15,2,467.04,0,Premium Customers
13581,309,1,118.0,1,Loyal Customers
13583,156,1,781.03,1,Loyal Customers
13584,307,1,142.4,1,Loyal Customers
13587,64,1,712.4,0,Premium Customers
13588,16,9,2478.95,3,Inactive Customers
13589,15,2,379.65,0,Premium Customers
13590,11,6,1981.92,3,Inactive Customers
13591,65,3,1117.13,2,Budget Customers
13592,36,4,247.95999999999998,0,Premium Customers
13593,108,5,2037.0800000000002,2,Budget Customers
13594,53,1,396.97,0,Premium Customers
13596,6,2,697.04,0,Premium Customers
13598,47,1,180.17000000000002,0,Premium Customers
13600,312,1,219.52,1,Loyal Customers
13601,45,2,693.32,0,Premium Customers
13602,65,1,428.89,0,Premium Customers
13603,26,1,164.34,0,Premium Customers
13606,29,3,280.53999999999996,0,Premium Customers
13607,40,1,678.01,0,Premium Customers
13610,12,7,1131.88,2,Budget Customers
13611,89,3,1171.8,2,Budget Customers
13614,24,4,1610.46,2,Budget Customers
13615,319,1,417.69,1,Loyal Customers
13617,40,3,544.18,0,Premium Customers
13618,174,1,177.34,1,Loyal Customers
13621,117,1,213.85,0,Premium Customers
13623,31,5,747.78,2,Budget Customers
13626,253,1,257.23,1,Loyal Customers
13627,59,5,1638.47,2,Budget Customers
13630,5,7,2031.78,3,Inactive Customers
13631,100,11,3070.42,3,Inactive Customers
13632,25,5,2121.27,3,Inactive Customers
13634,33,5,1575.16,2,Budget Customers
13635,68,1,1071.03,0,Premium Customers
13636,37,5,949.12,2,Budget Customers
13637,52,3,810.5,2,Budget Customers
13638,16,1,122.64,0,Premium Customers
13639,74,1,1033.34,0,Premium Customers
13642,216,1,354.8,1,Loyal Customers
13643,31,3,519.44,0,Premium Customers
13644,16,4,2624.26,3,Inactive Customers
13645,120,1,252.1,0,Premium Customers
13647,10,4,1678.1200000000001,2,Budget Customers
13649,257,2,346.6,1,Loyal Customers
13650,17,6,1836.34,3,Inactive Customers
13651,35,2,94.2,0,Premium Customers
13652,46,3,1095.08,2,Budget Customers
13654,43,6,2707.33,3,Inactive Customers
13655,114,2,932.97,0,Premium Customers
13656,165,2,379.65,1,Loyal Customers
13657,11,2,382.14,0,Premium Customers
13658,10,5,2639.17,3,Inactive Customers
13659,206,2,1573.2,1,Loyal Customers
13662,86,3,897.76,2,Budget Customers
13663,179,1,189.47,1,Loyal Customers
13666,60,3,84.65,0,Premium Customers
13667,149,1,305.02,1,Loyal Customers
13669,51,2,218.55,0,Premium Customers
13670,75,1,349.7,0,Premium Customers
13672,301,2,186.39000000000001,1,Loyal Customers
13673,19,2,396.92,0,Premium Customers
13675,151,2,486.82000000000005,1,Loyal Customers
13678,152,1,232.6,1,Loyal Customers
13681,18,4,827.83,2,Budget Customers
13682,187,1,59.5,1,Loyal Customers
13684,286,1,67.23,1,Loyal Customers
13685,3,7,3119.44,3,Inactive Customers
13686,183,1,72.0,1,Loyal Customers
13689,63,1,910.0,0,Premium Customers
13690,59,1,172.25,0,Premium Customers
13692,25,3,1488.32,2,Budget Customers
13697,39,1,151.29999999999998,0,Premium Customers
13699,155,1,308.58000000000004,1,Loyal Customers
13700,26,10,2265.12,3,Inactive Customers
13703,318,1,99.5,1,Loyal Customers
13704,5,9,2308.06,3,Inactive Customers
13705,8,3,711.86,0,Premium Customers
13706,303,1,330.79,1,Loyal Customers
13707,267,2,806.41,1,Loyal Customers
13708,271,1,296.88,1,Loyal Customers
13710,32,1,180.48,0,Premium Customers
13711,219,2,252.06,1,Loyal Customers
13712,247,1,228.84,1,Loyal Customers
13715,281,5,1079.34,1,Loyal Customers
13716,269,1,138.28,1,Loyal Customers
13717,32,6,1445.01,2,Budget Customers
13718,246,2,306.55,1,Loyal Customers
13719,15,5,1041.68,2,Budget Customers
13720,117,4,799.9,2,Budget Customers
13721,36,1,524.14,0,Premium Customers
13722,132,3,2375.41,2,Budget Customers
13723,217,1,199.85000000000002,1,Loyal Customers
13725,50,8,1980.56,3,Inactive Customers
13726,39,2,1079.6599999999999,0,Premium Customers
13727,29,2,333.48,0,Premium Customers
13728,37,6,1016.14,2,Budget Customers
13730,136,2,752.6,0,Premium Customers
13731,219,2,610.59,1,Loyal Customers
13732,28,1,491.86,0,Premium Customers
13735,25,4,2885.2400000000002,3,Inactive Customers
13736,5,2,731.9,0,Premium Customers
13737,200,1,339.59999999999997,1,Loyal Customers
13739,18,1,216.9,0,Premium Customers
13740,241,1,350.75,1,Loyal Customers
13741,72,3,668.4300000000001,0,Premium Customers
13743,3,7,1341.6,3,Inactive Customers
13744,95,2,1156.36,0,Premium Customers
13745,162,1,300.04,1,Loyal Customers
13748,96,5,948.25,2,Budget Customers
13750,54,5,1647.26,2,Budget Customers
13751,288,1,296.25,1,Loyal Customers
13752,124,6,1186.28,2,Budget Customers
13753,288,1,741.26,1,Loyal Customers
13754,152,2,282.59999999999997,1,Loyal Customers
13755,4,9,2161.35,3,Inactive Customers
13758,12,7,3190.55,3,Inactive Customers
13759,33,2,659.4100000000001,0,Premium Customers
13760,54,2,286.79,0,Premium Customers
13761,50,2,1070.65,0,Premium Customers
13762,219,1,306.72,1,Loyal Customers
13763,63,1,1714.96,2,Budget Customers
13764,71,3,1521.76,2,Budget Customers
13769,2,10,2796.51,3,Inactive Customers
13771,64,4,2634.45,3,Inactive Customers
13772,34,3,1132.13,2,Budget Customers
13774,82,1,345.0,0,Premium Customers
13778,103,1,178.7,0,Premium Customers
13780,7,2,360.01,0,Premium Customers
13781,251,1,127.84,1,Loyal Customers
13782,13,6,912.0,2,Budget Customers
13784,10,11,2462.79,3,Inactive Customers
13787,76,2,309.04,0,Premium Customers
13790,4,1,348.8,0,Premium Customers
13791,128,2,1516.0,2,Budget Customers
13792,66,2,195.55,0,Premium Customers
13799,117,2,688.86,0,Premium Customers
13800,310,1,558.32,1,Loyal Customers
13801,67,1,324.8,0,Premium Customers
13803,255,1,277.07,1,Loyal Customers
13804,31,7,2635.79,3,Inactive Customers
13805,52,2,924.6,0,Premium Customers
13806,64,1,256.38,0,Premium Customers
13808,6,5,1747.66,2,Budget Customers
13809,305,1,155.05,1,Loyal Customers
13810,29,3,1499.01,2,Budget Customers
13811,184,3,814.5,1,Loyal Customers
13812,42,3,539.0,0,Premium Customers
13813,40,4,1366.8600000000001,2,Budget Customers
13814,92,2,1579.12,2,Budget Customers
13816,24,2,571.6700000000001,0,Premium Customers
13817,29,2,382.98,0,Premium Customers
13819,302,3,1140.35,1,Loyal Customers
13821,145,2,385.64,1,Loyal Customers
13822,6,2,632.0,0,Premium Customers
13823,19,2,957.66,0,Premium Customers
13824,33,5,1698.94,2,Budget Customers
13826,176,1,189.5,1,Loyal Customers
13827,58,3,412.05,0,Premium Customers
13828,22,1,209.49,0,Premium Customers
13831,16,6,2202.99,3,Inactive Customers
13832,19,1,52.199999999999996,0,Premium Customers
13833,159,1,384.8,1,Loyal Customers
13835,25,4,834.57,2,Budget Customers
13837,212,2,271.24,1,Loyal Customers
13838,6,4,691.73,2,Budget Customers
13841,253,1,85.0,1,Loyal Customers
13842,59,9,3385.62,3,Inactive Customers
13844,11,1,361.62,0,Premium Customers
13845,65,1,312.98,0,Premium Customers
13846,25,3,865.0600000000001,2,Budget Customers
13848,92,3,1255.0,2,Budget Customers
13849,52,2,1537.95,2,Budget Customers
13850,129,1,1595.48,2,Budget Customers
13851,96,3,2651.46,2,Budget Customers
13853,57,1,1090.14,0,Premium Customers
13856,169,3,388.5,1,Loyal Customers
13858,57,1,216.17,0,Premium Customers
13859,326,1,201.16,1,Loyal Customers
13860,1,5,1245.9,2,Budget Customers
13862,18,8,2209.36,3,Inactive Customers
13863,248,1,305.78,1,Loyal Customers
13865,58,4,501.56,2,Budget Customers
13866,74,1,145.67000000000002,0,Premium Customers
13867,31,3,1015.29,2,Budget Customers
13868,7,2,3192.54,2,Budget Customers
13869,123,4,3104.95,3,Inactive Customers
13870,2,8,2770.94,3,Inactive Customers
13873,120,3,389.6,0,Premium Customers
13875,54,5,1786.79,2,Budget Customers
13876,64,1,122.7,0,Premium Customers
13877,86,1,117.24,0,Premium Customers
13878,55,1,1281.53,0,Premium Customers
13882,3,5,1191.13,2,Budget Customers
13883,11,5,2674.48,3,Inactive Customers
13884,7,5,787.6,2,Budget Customers
13885,189,2,506.8,1,Loyal Customers
13886,71,1,243.56,0,Premium Customers
13887,204,1,349.55,1,Loyal Customers
13888,120,2,605.63,0,Premium Customers
13889,93,1,416.90000000000003,0,Premium Customers
13890,1,10,1883.8100000000002,3,Inactive Customers
13892,27,4,632.97,2,Budget Customers
13893,298,1,821.1,1,Loyal Customers
13894,24,3,564.62,0,Premium Customers
13895,28,4,2593.07,3,Inactive Customers
13897,50,1,311.16,0,Premium Customers
13898,326,1,155.93,1,Loyal Customers
13899,16,2,388.52,0,Premium Customers
13900,183,3,740.95,1,Loyal Customers
13901,72,5,2867.2,3,Inactive Customers
13904,37,2,332.64,0,Premium Customers
13908,80,4,2369.55,2,Budget Customers
13911,57,9,2580.91,3,Inactive Customers
13914,12,2,626.45,0,Premium Customers
13917,50,2,272.04,0,Premium Customers
13918,50,2,1212.8400000000001,2,Budget Customers
13919,59,2,384.81,0,Premium Customers
13923,54,1,351.13,0,Premium Customers
13924,2,6,1838.8500000000001,3,Inactive Customers
13925,93,4,678.25,2,Budget Customers
13926,23,1,223.85000000000002,0,Premium Customers
13927,75,1,348.99,0,Premium Customers
13928,11,4,464.57,2,Budget Customers
13929,169,2,842.65,1,Loyal Customers
13930,58,2,337.34,0,Premium Customers
13931,96,2,1237.53,2,Budget Customers
13932,295,1,307.4,1,Loyal Customers
13933,109,2,608.7900000000001,0,Premium Customers
13934,264,1,922.1,1,Loyal Customers
13936,180,1,376.58,1,Loyal Customers
13937,169,1,158.85,1,Loyal Customers
13938,35,1,71.66,0,Premium Customers
13939,23,3,568.55,0,Premium Customers
13940,17,4,839.14,2,Budget Customers
13946,79,3,561.5699999999999,0,Premium Customers
13947,65,1,90.6,0,Premium Customers
13949,3,6,2427.32,3,Inactive Customers
13950,11,4,745.06,2,Budget Customers
13951,176,3,674.45,1,Loyal Customers
13952,218,2,3251.071,2,Budget Customers
13953,7,7,3515.68,3,Inactive Customers
13954,2,2,439.92,0,Premium Customers
13955,154,2,322.96,1,Loyal Customers
13956,5,5,1026.42,2,Budget Customers
13959,79,3,598.2,0,Premium Customers
13960,21,2,230.22,0,Premium Customers
13962,22,2,169.55,0,Premium Customers
13963,308,4,664.54,1,Loyal Customers
13967,146,1,80.7,1,Loyal Customers
13971,19,8,2758.26,3,Inactive Customers
13972,71,2,190.25,0,Premium Customers
13973,287,1,264.7,1,Loyal Customers
13974,49,1,413.59000000000003,0,Premium Customers
13975,31,6,2526.28,3,Inactive Customers
13976,207,1,357.98,1,Loyal Customers
13978,15,2,196.79000000000002,0,Premium Customers
13979,73,1,869.87,0,Premium Customers
13980,60,1,200.14,0,Premium Customers
13982,39,4,1871.81,2,Budget Customers
13984,27,5,920.51,2,Budget Customers
13986,17,1,320.46,0,Premium Customers
13989,66,2,1266.08,2,Budget Customers
13990,213,1,311.3,1,Loyal Customers
13991,12,6,855.97,2,Budget Customers
13992,30,1,76.8,0,Premium Customers
13993,43,9,3466.36,3,Inactive Customers
13994,4,6,2313.14,3,Inactive Customers
13995,15,5,1393.69,2,Budget Customers
14000,211,1,635.66,1,Loyal Customers
14001,46,3,2043.0800000000002,2,Budget Customers
14002,134,2,529.73,0,Premium Customers
14005,10,5,2874.72,3,Inactive Customers
14006,116,3,962.19,2,Budget Customers
14009,198,2,695.61,1,Loyal Customers
14012,278,1,328.8,1,Loyal Customers
14013,110,3,473.02,0,Premium Customers
14014,77,1,505.18,0,Premium Customers
14015,53,1,917.34,0,Premium Customers
14019,47,3,1421.61,2,Budget Customers
14020,17,2,642.8,0,Premium Customers
14021,155,3,631.9,1,Loyal Customers
14022,225,1,440.0,1,Loyal Customers
14023,7,2,584.07,0,Premium Customers
14024,122,2,327.7,0,Premium Customers
14027,61,1,104.82,0,Premium Customers
14029,63,2,467.66,0,Premium Customers
14030,18,8,2360.09,3,Inactive Customers
14032,2,11,2975.59,3,Inactive Customers
14034,22,3,651.8199999999999,0,Premium Customers
14035,29,5,1428.02,2,Budget Customers
14036,285,1,626.65,1,Loyal Customers
14037,176,2,147.20000000000002,1,Loyal Customers
14038,78,3,1560.38,2,Budget Customers
14039,33,1,152.2,0,Premium Customers
14041,266,1,141.41,1,Loyal Customers
14044,27,4,652.82,2,Budget Customers
14045,109,4,1659.75,2,Budget Customers
14046,284,1,154.99,1,Loyal Customers
14047,9,5,1308.6100000000001,2,Budget Customers
14048,305,1,409.93,1,Loyal Customers
14050,32,2,746.36,0,Premium Customers
14052,20,1,225.36,0,Premium Customers
14053,124,2,260.25,0,Premium Customers
14054,65,1,92.46,0,Premium Customers
14055,106,1,725.6400000000001,0,Premium Customers
14059,267,1,183.6,1,Loyal Customers
14064,29,5,1353.74,2,Budget Customers
14066,267,1,152.55,1,Loyal Customers
14067,64,2,374.7,0,Premium Customers
14068,320,1,265.85,1,Loyal Customers
14071,4,8,1438.82,3,Inactive Customers
14073,32,1,151.04,0,Premium Customers
14075,5,3,942.26,2,Budget Customers
14076,129,1,122.47,0,Premium Customers
14077,41,5,499.41999999999996,2,Budget Customers
14078,102,6,1049.37,2,Budget Customers
14079,125,1,375.1,0,Premium Customers
14080,33,1,45.599999999999994,0,Premium Customers
14081,302,2,934.52,1,Loyal Customers
14083,4,9,1018.43,3,Inactive Customers
14087,3,1,194.42,0,Premium Customers
14089,57,1,161.0,0,Premium Customers
14090,325,1,76.32000000000001,1,Loyal Customers
14093,12,1,442.85,0,Premium Customers
14098,37,1,147.35,0,Premium Customers
14099,16,11,3104.17,3,Inactive Customers
14100,138,1,194.9,0,Premium Customers
14102,5,5,1360.28,2,Budget Customers
14104,155,2,216.20999999999998,1,Loyal Customers
14105,239,1,1266.23,1,Loyal Customers
14107,52,7,2703.23,3,Inactive Customers
14108,31,2,597.91,0,Premium Customers
14109,73,1,144.2,0,Premium Customers
14111,14,4,692.85,2,Budget Customers
14112,23,7,2915.15,3,Inactive Customers
14113,4,4,1840.42,2,Budget Customers
14114,274,2,386.53,1,Loyal Customers
14116,20,5,1382.74,2,Budget Customers
14117,144,1,90.0,1,Loyal Customers
14121,4,4,2780.15,3,Inactive Customers
14124,84,1,419.58000000000004,0,Premium Customers
14125,11,3,2740.43,2,Budget Customers
14126,8,3,706.1300000000001,0,Premium Customers
14127,123,3,709.71,0,Premium Customers
14128,61,2,637.5,0,Premium Customers
14129,2,5,1123.8600000000001,2,Budget Customers
14130,319,1,483.86,1,Loyal Customers
14132,2,11,3586.0299999999997,3,Inactive Customers
14133,130,3,605.64,0,Premium Customers
14138,2,2,982.3800000000001,0,Premium Customers
14139,46,1,415.82,0,Premium Customers
14140,4,2,935.05,0,Premium Customers
14141,3,4,915.13,2,Budget Customers
14143,134,1,115.8,0,Premium Customers
14147,78,2,483.4,0,Premium Customers
14148,234,1,157.2,1,Loyal Customers
14149,221,1,446.62,1,Loyal Customers
14150,36,2,658.64,0,Premium Customers
14152,75,2,621.29,0,Premium Customers
14154,239,2,1345.62,1,Loyal Customers
14155,266,1,118.75,1,Loyal Customers
14157,20,2,432.88,0,Premium Customers
14158,40,1,507.66,0,Premium Customers
14161,216,3,1110.52,1,Loyal Customers
14162,174,2,289.36,1,Loyal Customers
14163,87,4,2445.91,2,Budget Customers
14164,71,2,1631.77,2,Budget Customers
14165,276,1,122.53999999999999,1,Loyal Customers
14167,39,4,574.84,2,Budget Customers
14171,98,1,363.79,0,Premium Customers
14173,11,4,450.84,2,Budget Customers
14174,33,1,134.46,0,Premium Customers
14175,60,3,3222.3,3,Inactive Customers
14176,297,4,576.9000000000001,1,Loyal Customers
14177,86,4,559.41,2,Budget Customers
14178,9,7,1620.93,3,Inactive Customers
14179,41,2,719.78,0,Premium Customers
14184,67,1,452.89,0,Premium Customers
14188,31,6,2054.36,3,Inactive Customers
14193,68,2,853.39,0,Premium Customers
14195,202,2,1012.0,1,Loyal Customers
14196,107,1,335.52,0,Premium Customers
14198,18,4,701.4,2,Budget Customers
14199,218,1,185.39999999999998,1,Loyal Customers
14201,60,7,747.44,2,Budget Customers
14204,2,1,161.03,0,Premium Customers
14205,17,2,466.7,0,Premium Customers
14206,239,1,328.15999999999997,1,Loyal Customers
14208,95,1,151.74,0,Premium Customers
14209,11,6,2073.43,3,Inactive Customers
14210,106,6,1905.8400000000001,3,Inactive Customers
14211,53,9,2241.1,3,Inactive Customers
14212,90,1,1070.48,0,Premium Customers
14214,31,5,1004.38,2,Budget Customers
14215,12,6,1789.72,3,Inactive Customers
14216,3,4,1839.3,2,Budget Customers
14218,43,1,169.48000000000002,0,Premium Customers
14219,4,1,89.94,0,Premium Customers
14220,247,2,632.4,1,Loyal Customers
14221,42,9,3432.8,3,Inactive Customers
14222,177,1,683.17,1,Loyal Customers
14223,92,3,991.13,2,Budget Customers
14224,110,4,1050.12,2,Budget Customers
14226,29,5,2232.19,3,Inactive Customers
14227,26,10,3350.96,3,Inactive Customers
14229,52,3,1547.2,2,Budget Customers
14231,184,3,925.71,1,Loyal Customers
14232,43,5,2048.07,2,Budget Customers
14233,49,4,1462.72,2,Budget Customers
14234,22,4,775.46,2,Budget Customers
14235,75,5,3144.86,3,Inactive Customers
14236,81,2,490.86,0,Premium Customers
14238,326,1,146.85,1,Loyal Customers
14239,43,11,2380.85,3,Inactive Customers
14240,30,2,890.34,0,Premium Customers
14241,184,1,213.70000000000002,1,Loyal Customers
14242,235,2,280.55,1,Loyal Customers
14243,9,10,2588.77,3,Inactive Customers
14245,220,2,1693.45,1,Loyal Customers
14246,111,3,1474.06,2,Budget Customers
14247,278,1,136.76999999999998,1,Loyal Customers
14248,318,1,302.58,1,Loyal Customers
14250,7,3,1904.05,2,Budget Customers
14251,2,5,2879.7000000000003,3,Inactive Customers
14256,260,2,969.0600000000001,1,Loyal Customers
14257,64,5,3099.7200000000003,3,Inactive Customers
14259,142,1,120.0,1,Loyal Customers
14261,51,2,1163.45,0,Premium Customers
14262,8,8,2618.23,3,Inactive Customers
14264,155,2,333.97,1,Loyal Customers
14265,109,2,530.18,0,Premium Customers
14267,163,3,1516.24,2,Budget Customers
14271,226,1,112.32,1,Loyal Customers
14272,74,2,437.96,0,Premium Customers
14273,51,4,559.97,2,Budget Customers
14276,99,3,1119.74,2,Budget Customers
14280,197,1,134.04,1,Loyal Customers
14284,31,2,595.25,0,Premium Customers
14285,21,4,1910.01,2,Budget Customers
14287,8,3,176.63,0,Premium Customers
14288,213,1,426.6,1,Loyal Customers
14289,9,6,911.26,2,Budget Customers
14290,11,5,2314.65,3,Inactive Customers
14293,3,4,1046.56,2,Budget Customers
14295,40,1,166.20000000000002,0,Premium Customers
14297,18,4,1305.33,2,Budget Customers
14300,19,1,43.2,0,Premium Customers
14301,117,1,640.14,0,Premium Customers
14304,223,1,383.45,1,Loyal Customers
14305,71,3,1858.96,2,Budget Customers
14306,51,2,2093.32,2,Budget Customers
14307,89,6,2995.72,3,Inactive Customers
14309,8,9,2352.53,3,Inactive Customers
14311,243,1,310.26,1,Loyal Customers
14312,47,6,1611.59,2,Budget Customers
14314,107,1,120.0,0,Premium Customers
14315,45,6,2481.13,3,Inactive Customers
14317,65,1,508.58000000000004,0,Premium Customers
14320,207,2,477.79,1,Loyal Customers
14321,11,5,1530.75,2,Budget Customers
14323,115,2,605.0600000000001,0,Premium Customers
14326,242,1,183.85,1,Loyal Customers
14327,163,1,311.65,1,Loyal Customers
14331,124,2,462.65999999999997,0,Premium Customers
14332,23,3,866.31,2,Budget Customers
14333,68,1,415.2,0,Premium Customers
14334,17,8,2552.21,3,Inactive Customers
14335,16,2,468.26,0,Premium Customers
14336,17,4,1614.91,2,Budget Customers
14338,161,2,588.22,1,Loyal Customers
14339,243,1,309.52,1,Loyal Customers
14340,219,1,134.7,1,Loyal Customers
14341,45,8,2182.28,3,Inactive Customers
14342,21,4,668.5600000000001,2,Budget Customers
14344,127,8,889.9300000000001,2,Budget Customers
14345,39,1,108.97999999999999,0,Premium Customers
14346,121,2,1021.58,0,Premium Customers
14348,260,1,409.57,1,Loyal Customers
14349,10,1,133.5,0,Premium Customers
14350,274,1,282.93,1,Loyal Customers
14351,165,1,51.0,1,Loyal Customers
14352,157,4,1078.96,2,Budget Customers
14353,215,1,90.6,1,Loyal Customers
14354,6,2,163.62,0,Premium Customers
14356,80,2,701.23,0,Premium Customers
14357,43,1,225.77,0,Premium Customers
14359,19,3,912.18,2,Budget Customers
14360,32,4,2128.23,2,Budget Customers
14362,22,1,161.2,0,Premium Customers
14368,320,1,155.0,1,Loyal Customers
14371,295,1,100.5,1,Loyal Customers
14375,185,1,257.68,1,Loyal Customers
14377,191,2,617.05,1,Loyal Customers
14379,44,2,348.1,0,Premium Customers
14381,52,1,202.68,0,Premium Customers
14382,26,1,626.0699999999999,0,Premium Customers
14383,38,3,1247.69,2,Budget Customers
14385,9,3,202.11,0,Premium Customers
14386,297,1,142.4,1,Loyal Customers
14387,33,3,1770.56,2,Budget Customers
14388,10,8,3212.84,3,Inactive Customers
14389,65,2,1043.46,0,Premium Customers
14393,218,1,67.95,1,Loyal Customers
14395,2,9,3507.71,3,Inactive Customers
14396,65,2,487.99,0,Premium Customers
14400,149,1,574.7,1,Loyal Customers
14403,130,4,1475.81,2,Budget Customers
14404,34,6,1474.32,2,Budget Customers
14406,119,1,156.75,0,Premium Customers
14407,107,6,2157.73,3,Inactive Customers
14408,11,7,2606.53,3,Inactive Customers
14409,71,6,2059.4500000000003,3,Inactive Customers
14410,92,9,1105.07,3,Inactive Customers
14411,311,1,1063.0,1,Loyal Customers
14412,43,2,770.03,0,Premium Customers
14414,92,7,1496.98,3,Inactive Customers
14416,22,2,490.22,0,Premium Customers
14418,4,3,1937.25,2,Budget Customers
14419,11,6,1058.06,2,Budget Customers
14420,99,1,387.52,0,Premium Customers
14421,57,2,813.11,0,Premium Customers
14423,218,1,265.2,1,Loyal Customers
14424,18,1,322.08,0,Premium Customers
14427,50,2,363.34000000000003,0,Premium Customers
14428,7,5,1244.83,2,Budget Customers
14431,303,1,470.36,1,Loyal Customers
14432,10,6,2255.51,3,Inactive Customers
14434,22,6,1372.8,2,Budget Customers
14436,99,1,89.06,0,Premium Customers
14438,306,1,131.9,1,Loyal Customers
14439,320,1,2661.24,1,Loyal Customers
14440,8,5,2357.6800000000003,3,Inactive Customers
14441,1,4,1712.89,2,Budget Customers
14442,205,2,1589.82,1,Loyal Customers
14443,54,4,1420.2,2,Budget Customers
14446,1,4,1039.58,2,Budget Customers
14447,19,5,1163.23,2,Budget Customers
14448,9,2,375.35,0,Premium Customers
14449,19,4,907.1,2,Budget Customers
14450,181,3,483.25,1,Loyal Customers
14451,60,2,662.59,0,Premium Customers
14452,11,2,264.44,0,Premium Customers
14453,190,1,119.93,1,Loyal Customers
14456,5,9,3062.4,3,Inactive Customers
14457,311,1,113.64,1,Loyal Customers
14459,155,1,1837.92,2,Budget Customers
14460,110,3,434.34,0,Premium Customers
14461,148,3,2103.06,2,Budget Customers
14462,66,11,2004.02,3,Inactive Customers
14463,98,3,529.62,0,Premium Customers
14465,247,3,1058.6200000000001,1,Loyal Customers
14466,29,7,2272.4,3,Inactive Customers
14467,18,4,598.76,2,Budget Customers
14470,12,2,461.19,0,Premium Customers
14472,104,8,1936.84,3,Inactive Customers
14473,74,2,234.34000000000003,0,Premium Customers
14474,46,1,547.66,0,Premium Customers
14475,72,3,925.85,2,Budget Customers
14476,257,1,215.7,1,Loyal Customers
14477,20,4,1309.6,2,Budget Customers
14479,254,2,316.25,1,Loyal Customers
14480,11,1,279.05,0,Premium Customers
14481,165,2,636.51,1,Loyal Customers
14482,18,6,2068.15,3,Inactive Customers
14483,282,1,137.1,1,Loyal Customers
